domain,prompt_type,question,ground_truth,model_answer,confidence_pct,raw_response,LLM_right
GSM8K,open,"A family of 12 monkeys collected 10 piles of bananas. 6 piles had 9 hands, with each hand having 14 bananas, while the remaining piles had 12 hands, with each hand having 9 bananas. How many bananas would each monkey get if they divide the bananas equally amongst themselves?","The first 6 bunches had 6 x 9 x 14 = <<6*9*14=756>>756 bananas.
There were 10 - 6 = <<10-6=4>>4 remaining bunches.
The 4 remaining bunches had 4 x 12 x 9 = <<4*12*9=432>>432 bananas.
All together, there were 756 + 432 = <<756+432=1188>>1188 bananas
Each monkey would get 1188/12 = <<1188/12=99>>99 bananas.
#### 99","To find the total number of bananas, we first calculate the bananas in the 6 piles with 9 hands and 14 bananas per hand: 6 * 9 * 14 = 756 bananas. Then, we calculate the bananas in the remaining 4 piles (10 piles - 6 piles) with 12 hands and 9 bananas per hand: 4 * 12 * 9 = 432 bananas. The total number of bananas is 756 + 432 = 1188 bananas. To divide the bananas equally among the 12 monkeys, we divide the total number of bananas by the number of monkeys: 1188 / 12 = 99 bananas per monkey.",100.0,"Answer: To find the total number of bananas, we first calculate the bananas in the 6 piles with 9 hands and 14 bananas per hand: 6 * 9 * 14 = 756 bananas. Then, we calculate the bananas in the remaining 4 piles (10 piles - 6 piles) with 12 hands and 9 bananas per hand: 4 * 12 * 9 = 432 bananas. The total number of bananas is 756 + 432 = 1188 bananas. To divide the bananas equally among the 12 monkeys, we divide the total number of bananas by the number of monkeys: 1188 / 12 = 99 bananas per monkey.

Confidence: 100%",True
GSM8K,open,"An earthquake caused four buildings to collapse. Experts predicted that each following earthquake would have double the number of collapsing buildings as the previous one, since each one would make the foundations less stable. After three more earthquakes, how many buildings had collapsed including those from the first earthquake?","The second earthquake caused 2 * 4 = <<2*4=8>>8 buildings to collapse.
The third earthquake caused 2 * 8 = <<2*8=16>>16 buildings to collapse.
The fourth earthquake caused 16 * 2 = <<16*2=32>>32 buildings to collapse.
Including the first earthquake, the earthquakes caused 4 + 8 + 16 + 32 = <<4+8+16+32=60>>60 buildings to collapse.
#### 60","The first earthquake caused 4 buildings to collapse. The second earthquake caused 8 buildings to collapse (double the number of the first), the third caused 16 buildings to collapse (double the number of the second), and the fourth caused 32 buildings to collapse (double the number of the third). So, the total number of buildings that collapsed is 4 + 8 + 16 + 32 = 60.",100.0,"Answer: The first earthquake caused 4 buildings to collapse. The second earthquake caused 8 buildings to collapse (double the number of the first), the third caused 16 buildings to collapse (double the number of the second), and the fourth caused 32 buildings to collapse (double the number of the third). So, the total number of buildings that collapsed is 4 + 8 + 16 + 32 = 60.
Confidence: 100%",True
GSM8K,open,"James is a first-year student at a University in Chicago. He has a budget of $1000 per semester. He spends 30% of his money on food, 15% on accommodation, 25% on entertainment, and the rest on coursework materials. How much money does he spend on coursework materials?","Accommodation is 15% * $1000=$<<15*.01*1000=150>>150
Food is          30% * $1000=$<<30*.01*1000=300>>300
Entertainment is   25% * $1000=$<<25*.01*1000=250>>250
Coursework materials are thus $1000-($150+$300+$250) = $300
#### 300","To find out how much James spends on coursework materials, we first need to calculate the total amount spent on food, accommodation, and entertainment. James spends 30% on food, 15% on accommodation, and 25% on entertainment, which adds up to 30 + 15 + 25 = 70%. This means he spends 100% - 70% = 30% of his budget on coursework materials. 30% of $1000 is 0.3 * $1000 = $300.",100.0,"Answer: To find out how much James spends on coursework materials, we first need to calculate the total amount spent on food, accommodation, and entertainment. James spends 30% on food, 15% on accommodation, and 25% on entertainment, which adds up to 30 + 15 + 25 = 70%. This means he spends 100% - 70% = 30% of his budget on coursework materials. 30% of $1000 is 0.3 * $1000 = $300.
Confidence: 100%",True
GSM8K,open,"It's Ava's birthday party. Her parents bought a unicorn piñata for $13 and filled it with all of her favorite treats. They bought 4 bags of Reese's for $9 per bag, 3 bags of Snickers for $5 per bag, and 5 bags of Skittles for $7 per bag. How much did the unicorn piñata and the treats cost altogether?","The four bags of Reese's cost $9 x 4 = $<<9*4=36>>36.
The three bags of Snickers cost $5 x 3 = $<<5*3=15>>15.
The five bags of Skittles cost $7 x 5 = $<<7*5=35>>35.
Therefore, the unicorn piñata and the treats cost $13 + $36 + $15 + $35 = $<<13+36+15+35=99>>99.
#### 99","To find the total cost, first calculate the cost of each type of treat and then add the cost of the piñata. The cost of Reese's is 4 * $9 = $36, the cost of Snickers is 3 * $5 = $15, and the cost of Skittles is 5 * $7 = $35. Adding these costs together with the cost of the piñata: $36 + $15 + $35 + $13 = $99.",100.0,"Answer: To find the total cost, first calculate the cost of each type of treat and then add the cost of the piñata. The cost of Reese's is 4 * $9 = $36, the cost of Snickers is 3 * $5 = $15, and the cost of Skittles is 5 * $7 = $35. Adding these costs together with the cost of the piñata: $36 + $15 + $35 + $13 = $99.
Confidence: 100%",True
GSM8K,open,"Carolyn practices the piano for 20 minutes a day and the violin for three times as long. If she practice six days a week, how many minutes does she spend practicing in a month with four weeks?","First find Carolyn's total violin practice time by tripling her piano practice time: 20 minutes/day * 3 = <<20*3=60>>60 minutes/day
Then find the total amount of time she spends practicing each day: 60 minutes/day + 20 minutes/day = <<60+20=80>>80 minutes/day
Then find the total time she spends practicing each week: 80 minutes/day * 6 days/week = <<80*6=480>>480 minutes/week
Then find the total time she spends practicing each month: 480 minutes/week * 4 weeks/month = <<480*4=1920>>1920 minutes/month
#### 1920","Carolyn practices the piano for 20 minutes a day and the violin for 3 * 20 = 60 minutes a day. So, she practices 20 + 60 = 80 minutes a day. In a week, she practices 80 * 6 = 480 minutes. In a month with four weeks, she practices 480 * 4 = 1920 minutes.",100.0,"Answer: Carolyn practices the piano for 20 minutes a day and the violin for 3 * 20 = 60 minutes a day. So, she practices 20 + 60 = 80 minutes a day. In a week, she practices 80 * 6 = 480 minutes. In a month with four weeks, she practices 480 * 4 = 1920 minutes.
Confidence: 100%",True
GSM8K,open,"The file, 90 megabytes in size, downloads at the rate of 5 megabytes per second for its first 60 megabytes, and then 10 megabytes per second thereafter. How long, in seconds, does it take to download entirely?","The first 60 megabytes take 60/5=<<60/5=12>>12 seconds.
There are 90-60=<<90-60=30>>30 remaining megabytes.
The remaining 30 megabytes take 30/10=<<30/10=3>>3 seconds.
And 12+3=<<12+3=15>>15 seconds.
#### 15","To find the total time it takes to download the file, we first calculate the time it takes to download the first 60 megabytes at 5 megabytes per second, which is 60 / 5 = 12 seconds. Then, we calculate the time it takes to download the remaining 30 megabytes (90 - 60 = 30 megabytes) at 10 megabytes per second, which is 30 / 10 = 3 seconds. Therefore, the total time it takes to download the file is 12 + 3 = 15 seconds.",100.0,"Answer: To find the total time it takes to download the file, we first calculate the time it takes to download the first 60 megabytes at 5 megabytes per second, which is 60 / 5 = 12 seconds. Then, we calculate the time it takes to download the remaining 30 megabytes (90 - 60 = 30 megabytes) at 10 megabytes per second, which is 30 / 10 = 3 seconds. Therefore, the total time it takes to download the file is 12 + 3 = 15 seconds.
Confidence: 100%",True
GSM8K,open,"Sam memorized six more digits of pi than Carlos memorized. Mina memorized six times as many digits of pi as Carlos memorized. If Mina memorized 24 digits of pi, how many digits did Sam memorize?","Carlos memorized 24/6=<<24/6=4>>4 digits of pi.
Sam memorized 4+6=10 digits of pi.
#### 10","To find out how many digits Sam memorized, we first need to determine how many digits Carlos memorized. Since Mina memorized six times as many digits as Carlos and she memorized 24 digits, we divide 24 by 6 to find out how many digits Carlos memorized: 24 / 6 = 4. So Carlos memorized 4 digits. Since Sam memorized six more digits than Carlos, we add 6 to the number of digits Carlos memorized: 4 + 6 = 10. Therefore, Sam memorized 10 digits of pi.",100.0,"Answer: To find out how many digits Sam memorized, we first need to determine how many digits Carlos memorized. Since Mina memorized six times as many digits as Carlos and she memorized 24 digits, we divide 24 by 6 to find out how many digits Carlos memorized: 24 / 6 = 4. So Carlos memorized 4 digits. Since Sam memorized six more digits than Carlos, we add 6 to the number of digits Carlos memorized: 4 + 6 = 10. Therefore, Sam memorized 10 digits of pi.
Confidence: 100%",True
GSM8K,open,"On a school trip to the seashore, Alan and his friends collected shells. Alan collected four times as many shells as Ben did. Ben got a late start and only collected a third of what Laurie did. If Laurie collected 36 shells how many did Alan collect?","Ben collected 36/3=<<36/3=12>>12 shells
Alan collected 12*4=<<12*4=48>>48 shells
#### 48","To find out how many shells Alan collected, we first need to determine how many Ben collected. Since Ben collected a third of what Laurie did, and Laurie collected 36 shells, Ben collected 36 / 3 = 12 shells. Alan collected four times as many shells as Ben, so Alan collected 12 * 4 = 48 shells.",100.0,"Answer: To find out how many shells Alan collected, we first need to determine how many Ben collected. Since Ben collected a third of what Laurie did, and Laurie collected 36 shells, Ben collected 36 / 3 = 12 shells. Alan collected four times as many shells as Ben, so Alan collected 12 * 4 = 48 shells.
Confidence: 100%",True
GSM8K,open,"Gerald spends $100 a month on baseball supplies. His season is 4 months long. He wants to use the months he's not playing baseball to save up by raking, shoveling, and mowing lawns. He charges $10 for each. How many chores does he need to average a month to save up for his supplies?","He needs to save up $400 because 4 x 100 = <<4*100=400>>400
He has 8 months to earn this money because 12 - 4 = <<12-4=8>>8
He needs to earn $50 a month because 400 / 8 = <<400/8=50>>50
He needs to do 5 tasks a month because 50 / 10 = <<50/10=5>>5
#### 5","To find out how many chores Gerald needs to average per month, we first need to calculate the total cost of his baseball supplies for the season. Since he spends $100 a month and the season is 4 months long, the total cost is $100 * 4 = $400. Since he has 8 months to save up for this (12 months in a year - 4 months of the baseball season), we divide the total cost by the number of months he has to save: $400 / 8 months = $50 per month. Since he charges $10 per chore, we divide the amount he needs to save per month by the cost per chore: $50 / $10 = 5 chores per month.",100.0,"Answer: To find out how many chores Gerald needs to average per month, we first need to calculate the total cost of his baseball supplies for the season. Since he spends $100 a month and the season is 4 months long, the total cost is $100 * 4 = $400. Since he has 8 months to save up for this (12 months in a year - 4 months of the baseball season), we divide the total cost by the number of months he has to save: $400 / 8 months = $50 per month. Since he charges $10 per chore, we divide the amount he needs to save per month by the cost per chore: $50 / $10 = 5 chores per month.
Confidence: 100%",True
GSM8K,open,"Ann is cutting fabric to make curtains. She cuts a 4 foot by 6 foot rectangle for the living room, and a 2 foot by 4 foot rectangle for the bedroom. If the bolt of fabric is 16 feet by 12 feet, how much fabric is left in square feet?","First figure out how many square feet the original bolt of fabric was: 16 feet * 12 feet = <<16*12=192>>192 square feet
Then figure out how much fabric Ann took for the living room curtains: 4 feet * 6 feet = <<4*6=24>>24 square feet
Then figure out how much fabric Ann took for the bathroom curtains: 2 feet * 4 feet = <<2*4=8>>8 square feet
Finally, subtract the square footage of both sets of curtains from the total square footage: 192 - 24 - 8 = <<192-24-8=160>>160 square feet
#### 160","To find the amount of fabric left, first calculate the total area of the fabric bolt, which is 16 * 12 = 192 square feet. Then calculate the area of the fabric used for the living room curtains, which is 4 * 6 = 24 square feet, and the area used for the bedroom curtains, which is 2 * 4 = 8 square feet. The total area used is 24 + 8 = 32 square feet. Subtract the total area used from the total area of the fabric bolt to find the area left: 192 - 32 = 160 square feet.",100.0,"Answer: To find the amount of fabric left, first calculate the total area of the fabric bolt, which is 16 * 12 = 192 square feet. Then calculate the area of the fabric used for the living room curtains, which is 4 * 6 = 24 square feet, and the area used for the bedroom curtains, which is 2 * 4 = 8 square feet. The total area used is 24 + 8 = 32 square feet. Subtract the total area used from the total area of the fabric bolt to find the area left: 192 - 32 = 160 square feet.
Confidence: 100%",True
